dialogue,label,character_name,character_group
"Greatly decided, Nephew!",CHARACTER,Poseidon,male
I am most grateful.,CHARACTER,Athena,female
"I thank you, Cousin.",CHARACTER,Athena,female
"How thoughtful, Zagreus.",CHARACTER,Athena,female
You are most generous.,CHARACTER,Athena,female
You honor me.,CHARACTER,Athena,female
"Thank you, Zagreus.",CHARACTER,Athena,female
"Wisely decided, Cousin.",CHARACTER,Athena,female
A strategic choice.,CHARACTER,Athena,female
"Correct decision, Zagreus.",CHARACTER,Athena,female
I trusted I could count on you.,CHARACTER,Athena,female
"No pleasing all upon Olympus, I suppose.",CHARACTER,Athena,female
"Very good. That is, for me, at least.",CHARACTER,DROPPED_Athena,droppedFemale
How very thoughtful.,CHARACTER,Ares,male
A token of my gratitude.,CHARACTER,DROPPED_Ares,droppedMale
Most intriguing.,CHARACTER,DROPPED_Ares,droppedMale
Why thank you.,CHARACTER,Ares,male
How very gracious.,CHARACTER,Ares,male
I shall remember this.,CHARACTER,Ares,male
A thoughtful gesture.,CHARACTER,Ares,male
You're wise to side with me.,CHARACTER,Ares,male
"Let us wage war together, then.",CHARACTER,Ares,male
A shrewd decision on your part.,CHARACTER,Ares,male
Neutrality was not an option here.,CHARACTER,Ares,male
"Then, let us stand together.",CHARACTER,Ares,male
I knew you would be sensible.,CHARACTER,Ares,male
I knew your heart was true!,CHARACTER,Aphrodite,female
I knew you'd come around.,CHARACTER,Aphrodite,female
"What choice was there, really?",CHARACTER,Aphrodite,female
Always trust your heart.,CHARACTER,Aphrodite,female
Your heart shall never carry you astray.,CHARACTER,Aphrodite,female
"Wisely decided, dearest.",CHARACTER,Aphrodite,female
"I'm grateful, dearest.",CHARACTER,Aphrodite,female
How thoughtful.,CHARACTER,Aphrodite,female
"Why thank you, love!",CHARACTER,Aphrodite,female
You really shouldn't have!,CHARACTER,Aphrodite,female
"I won't forget this, not anytime soon!",CHARACTER,Aphrodite,female
I very much appreciate it.,CHARACTER,Aphrodite,female
I'm positively moved!,CHARACTER,Aphrodite,female
Hey thanks!,CHARACTER,Artemis,female
You're very kind.,CHARACTER,Artemis,female
I'm grateful.,CHARACTER,Artemis,female
Thank you for this.,CHARACTER,Artemis,female
Bless you Zagreus.,CHARACTER,Artemis,female
I won't forget this.,CHARACTER,Artemis,female
How nice of you.,CHARACTER,Artemis,female
"You chose correctly, Zagreus!",CHARACTER,Artemis,female
Right on the mark!,CHARACTER,Artemis,female
"Not much of a choice, admittedly!",CHARACTER,Artemis,female
I'd say you made the right decision there!,CHARACTER,Artemis,female
"Uh-oh, somebody's going to be upset!",CHARACTER,Artemis,female
"Ah good, you didn't make me mad this time!",CHARACTER,Artemis,female
Hey cheers man!,CHARACTER,Dionysus,male
"What, for me, Zag, wow...!",CHARACTER,Dionysus,male
"Hey now that is something, yeah!",CHARACTER,Dionysus,male
I can't say no to that!,CHARACTER,Dionysus,male
I owe you one man!,CHARACTER,Dionysus,male
"Cheers, I'll take it man!",CHARACTER,Dionysus,male
Oh yeah I dig it man!,CHARACTER,Dionysus,male
"Hahaha, don't you know it, man!",CHARACTER,Dionysus,male
Oh we are going to have a feast tonight!,CHARACTER,Dionysus,male
"Ooh you're in a real heap of trouble, Zag!",CHARACTER,Dionysus,male
"Yeaaah, man, you know what it's all about!",CHARACTER,Dionysus,male
"Hah, cheers to you, then, man!",CHARACTER,Dionysus,male
"That definitely was a good decision, man!",CHARACTER,Dionysus,male
"Ah yes, indeed.",CHARACTER,Demeter,female
"I'm grateful, Zagreus.",CHARACTER,Demeter,female
You have my gratitude.,CHARACTER,Demeter,female
"How thoughtful, Zagreus.",CHARACTER,Demeter,female
"Why thank you, little sprout.",CHARACTER,Demeter,female
"Well done, my little sprout.",CHARACTER,Demeter,female
In the name of Hades.,CHARACTER,Zagreus,male
"Hear me, on my authority.",CHARACTER,Zagreus,male
In the name of Hades!,CHARACTER,Zagreus,male
In the name of Hades!,CHARACTER,Zagreus,male
In the name of Hades!,CHARACTER,Zagreus,male
In the name of Hades!,CHARACTER,Zagreus,male
Olympus! I accept this message!,CHARACTER,Zagreus,male
Olympus! I accept this message!,CHARACTER,Zagreus,male
Olympus! I accept this message!,CHARACTER,Zagreus,male
Olympus! I accept this message!,CHARACTER,Zagreus,male
In the name of Hades!,CHARACTER,Zagreus,male
In the name of Hades.,CHARACTER,Zagreus,male
In the name of Hades...!,CHARACTER,Zagreus,male
Olympus! I accept this message!,CHARACTER,Zagreus,male
"Olympus, I accept this message.",CHARACTER,Zagreus,male
Olympus? I accept this message...!,CHARACTER,Zagreus,male
In the name of Hades!,CHARACTER,Zagreus,male
In the name of Hades!,CHARACTER,Zagreus,male
In the name of Hades!,CHARACTER,Zagreus,male
In the name of Hades!,CHARACTER,Zagreus,male
In the name of Hades.,CHARACTER,Zagreus,male
That was the last of the invitations...,CHARACTER,Zagreus,male
Just need to tell Mother. Once I get home...,CHARACTER,Zagreus,male
Ooh.,CHARACTER,Zagreus,male
Heyy...,CHARACTER,Zagreus,male
Hoh...,CHARACTER,Zagreus,male
"Mm, hmm.",CHARACTER,Zagreus,male
Mmm!,CHARACTER,Zagreus,male
All right...,CHARACTER,Zagreus,male
Nice...,CHARACTER,Zagreus,male
The goods.,CHARACTER,Zagreus,male
"Ooh, good.",CHARACTER,Zagreus,male
"Ah, yes.",CHARACTER,Zagreus,male
Yes...,CHARACTER,Zagreus,male
Whoo...,CHARACTER,Zagreus,male
Interesting...,CHARACTER,Zagreus,male
Hmm...,CHARACTER,Zagreus,male
Ooh.,CHARACTER,Zagreus,male
Heyy...,CHARACTER,Zagreus,male
Hoh...,CHARACTER,Zagreus,male
"Mm, hmm.",CHARACTER,Zagreus,male
Mmm!,CHARACTER,Zagreus,male
All right...,CHARACTER,Zagreus,male
Nice...,CHARACTER,Zagreus,male
The goods.,CHARACTER,Zagreus,male
"Ooh, good.",CHARACTER,Zagreus,male
"Ah, yes.",CHARACTER,Zagreus,male
Yes...,CHARACTER,Zagreus,male
Whoo...,CHARACTER,Zagreus,male
Interesting...,CHARACTER,Zagreus,male
Hmm...,CHARACTER,Zagreus,male
Ooh.,CHARACTER,Zagreus,male
Heyy...,CHARACTER,Zagreus,male
Hoh...,CHARACTER,Zagreus,male
"Mm, hmm.",CHARACTER,Zagreus,male
Mmm!,CHARACTER,Zagreus,male
All right...,CHARACTER,Zagreus,male
Nice...,CHARACTER,Zagreus,male
The goods.,CHARACTER,Zagreus,male
"Ooh, good.",CHARACTER,Zagreus,male
"Ah, yes.",CHARACTER,Zagreus,male
Yes...,CHARACTER,Zagreus,male
Whoo...,CHARACTER,Zagreus,male
Interesting...,CHARACTER,Zagreus,male
Hmm...,CHARACTER,Zagreus,male
Reap what you sow!,CHARACTER,Demeter,female
Freeze to death!,CHARACTER,Demeter,female
Wither and die!,CHARACTER,Demeter,female
Ripe for harvest!,CHARACTER,Demeter,female
Looks like I've a choice to make.,CHARACTER,Zagreus,male
The gods want me to pick a favorite?,CHARACTER,Zagreus,male
The gods want me to choose.,CHARACTER,Zagreus,male
Time to pick sides.,CHARACTER,Zagreus,male
They're making me choose.,CHARACTER,Zagreus,male
One of them's going to be mad.,CHARACTER,Zagreus,male
One of them's not going to like this.,CHARACTER,Zagreus,male
Whose favor to choose?,CHARACTER,Zagreus,male
One god or the other...,CHARACTER,Zagreus,male
I have to pick a side.,CHARACTER,Zagreus,male
Whichever god I don't pick won't be pleased.,CHARACTER,Zagreus,male
Did what I had to do.,CHARACTER,Zagreus,male
He'll get over it.,CHARACTER,Zagreus,male
She'll get over it.,CHARACTER,Zagreus,male
Damned either way I guess.,CHARACTER,Zagreus,male
So that's the way it is then.,CHARACTER,Zagreus,male
He won't like this.,CHARACTER,Zagreus,male
She won't like this.,CHARACTER,Zagreus,male
He won't stand for this.,CHARACTER,Zagreus,male
She won't let this go.,CHARACTER,Zagreus,male
Didn't have much choice.,CHARACTER,Zagreus,male
Had to do it.,CHARACTER,Zagreus,male
Well that's that.,CHARACTER,Zagreus,male
Had to choose.,CHARACTER,Zagreus,male
Each exit has its own reward.,CHARACTER,Zagreus,male
Let me see...,CHARACTER,Zagreus,male
Where now...?,CHARACTER,Zagreus,male
Where now...,CHARACTER,Zagreus,male
Which way...,CHARACTER,Zagreus,male
Now what...,CHARACTER,Zagreus,male
Where to...,CHARACTER,Zagreus,male
Which path...,CHARACTER,Zagreus,male
Which one first.,CHARACTER,Zagreus,male
Where to.,CHARACTER,Zagreus,male
Which tunnel.,CHARACTER,Zagreus,male
"If I were a Satyr sack, where would I be...",CHARACTER,Zagreus,male
Which tunnel?,CHARACTER,Zagreus,male
Let's see here.,CHARACTER,Zagreus,male
Satyr tunnels...,CHARACTER,Zagreus,male
All these tunnels...,CHARACTER,Zagreus,male
Whoops.,CHARACTER,Zagreus,male
How'd that happen?,CHARACTER,Zagreus,male
Fixed that for you.,CHARACTER,Zagreus,male
How careless of me.,CHARACTER,Zagreus,male
Who keeps fixing that?,CHARACTER,Zagreus,male
Whoops!,CHARACTER,DROPPED_Zagreus,droppedMale
Erm sorry...!,CHARACTER,DROPPED_Zagreus,droppedMale
Oh must've slipped.,CHARACTER,DROPPED_Zagreus,droppedMale
Whoops!,CHARACTER,Zagreus,male
Go away.,CHARACTER,Zagreus,male
Out of my way.,CHARACTER,Zagreus,male
Shoo already.,CHARACTER,Zagreus,male
Out of my sight.,CHARACTER,Zagreus,male
Piss off.,CHARACTER,Zagreus,male
Get out.,CHARACTER,Zagreus,male
Out!,CHARACTER,Zagreus,male
Go sulk someplace else.,CHARACTER,Zagreus,male
Get out of here.,CHARACTER,Zagreus,male
Disappear.,CHARACTER,Zagreus,male
Shoo.,CHARACTER,Zagreus,male
Shoo!,CHARACTER,Zagreus,male
Wretches.,CHARACTER,Zagreus,male
You're in my way.,CHARACTER,Zagreus,male
Chased them away you did!,CHARACTER,Sisyphus,male
Those shades always come back.,CHARACTER,Sisyphus,male
Oh those shades aren't so bad.,CHARACTER,Sisyphus,male
"Why trouble them, Prince Z.?",CHARACTER,Sisyphus,male
"No need for that here, Prince.",CHARACTER,Sisyphus,male
They'll just come back next time.,CHARACTER,Sisyphus,male
"Those shades are stuck here, Prince.",CHARACTER,Sisyphus,male
Why shoo those shades away?,CHARACTER,Sisyphus,male
"Don't mind me, Charon.",CHARACTER,Zagreus,male
Just tidying up a bit.,CHARACTER,Zagreus,male
Must have slipped.,CHARACTER,Zagreus,male
Wasn't me.,CHARACTER,Zagreus,male
Who keeps replacing those.,CHARACTER,Zagreus,male
"Took care of those for you, mate.",CHARACTER,Zagreus,male
"No need to thank me, mate.",CHARACTER,Zagreus,male
No urns permitted in this chamber.,CHARACTER,Zagreus,male
"Erm, Prince...?",CHARACTER,Sisyphus,male
You show those dusty pots!,CHARACTER,Sisyphus,male
"Nice shot, Prince Z.!",CHARACTER,Sisyphus,male
That sound never gets old!,CHARACTER,Sisyphus,male
Thank you for picking up a bit!,CHARACTER,Sisyphus,male
They keep replacing those.,CHARACTER,Sisyphus,male
"Nice shot, Prince Z.!",CHARACTER,Sisyphus,male
I'm glad that wasn't me!,CHARACTER,Sisyphus,male
Break all the pots you like!,CHARACTER,Sisyphus,male
"Fraid those are empty, Prince!",CHARACTER,Sisyphus,male
"Don't bother with those, Prince.",CHARACTER,Sisyphus,male
Some of those urns have coin in them don't they.,CHARACTER,Zagreus,male
These urns have coin in them.,CHARACTER,Zagreus,male
I'm rich!,CHARACTER,Zagreus,male
Shiny.,CHARACTER,Zagreus,male
That's a lot of coin.,CHARACTER,Zagreus,male
Look at all that coin.,CHARACTER,Zagreus,male
"Hey, money!",CHARACTER,Zagreus,male
Lucky find!,CHARACTER,Zagreus,male
"Hello, coin!",CHARACTER,Zagreus,male
Lots of coin there.,CHARACTER,Zagreus,male
There.,CHARACTER,Zagreus,male
There!,CHARACTER,Zagreus,male
Hah.,CHARACTER,Zagreus,male
Hmph.,CHARACTER,Zagreus,male
Tsch.,CHARACTER,Zagreus,male
Pff.,CHARACTER,Zagreus,male
Die.,CHARACTER,Zagreus,male
Die!,CHARACTER,Zagreus,male
What now!,CHARACTER,Zagreus,male
Like that?,CHARACTER,Zagreus,male
Got you.,CHARACTER,Zagreus,male
Got you!,CHARACTER,Zagreus,male
Back.,CHARACTER,Zagreus,male
You're dust.,CHARACTER,Zagreus,male
Back.,CHARACTER,Zagreus,male
Keep 'em coming!,CHARACTER,Zagreus,male
Not finished yet?,CHARACTER,Zagreus,male
"Brought friends, have you?",CHARACTER,Zagreus,male
Want more?,CHARACTER,Zagreus,male
How many of these are there?,CHARACTER,Zagreus,male
Here come the heads.,CHARACTER,Zagreus,male
How about more heads!,CHARACTER,DROPPED_Zagreus,droppedMale
How about more heads?,CHARACTER,Zagreus,male
"More heads, keep 'em coming.",CHARACTER,Zagreus,male
Sure has a lot of these.,CHARACTER,Zagreus,male
More heads.,CHARACTER,Zagreus,male
"Good, more heads.",CHARACTER,Zagreus,male
I call heads...?,CHARACTER,Zagreus,male
Time for more heads?,CHARACTER,Zagreus,male
Time for more heads.,CHARACTER,Zagreus,male
"Come on, you heads!",CHARACTER,Zagreus,male
"Attack me, heads!",CHARACTER,Zagreus,male
Let's bash some heads.,CHARACTER,Zagreus,male
Hi heads!,CHARACTER,Zagreus,male
Why do these vermin carry coin?,CHARACTER,Zagreus,male
That was a wealthy vermin.,CHARACTER,Zagreus,male
Least I'm picking up some coin!,CHARACTER,Zagreus,male
Cheers for the coin!,CHARACTER,Zagreus,male
"Oh, no.",CHARACTER,Zagreus,male
Uh oh...,CHARACTER,Zagreus,male
Here we go again.,CHARACTER,Zagreus,male
Blood and darkness...,CHARACTER,Zagreus,male
What is it now.,CHARACTER,Zagreus,male
"Oh, gods.",CHARACTER,Zagreus,male
What...,CHARACTER,Zagreus,male
I'm trapped...!,CHARACTER,Zagreus,male
"Then, here we go...",CHARACTER,Zagreus,male
"Think you got me, do you?",CHARACTER,Zagreus,male
"Come on, then.",CHARACTER,Zagreus,male
Whoops.,CHARACTER,Zagreus,male
I'm in for it.,CHARACTER,Zagreus,male
"Found me, huh?",CHARACTER,Zagreus,male
Got their attention.,CHARACTER,Zagreus,male
OK.,CHARACTER,Zagreus,male
Father.,CHARACTER,Zagreus,male
Father...!,CHARACTER,Zagreus,male
Made them mad.,CHARACTER,Zagreus,male
Surrounded...!,CHARACTER,Zagreus,male
Caught out...!,CHARACTER,Zagreus,male
Caught me...!,CHARACTER,Zagreus,male
Damn it...!,CHARACTER,Zagreus,male
I get the feeling I am being watched.,CHARACTER,Zagreus,male
Oh this is trouble.,CHARACTER,Zagreus,male
Almost there...,CHARACTER,Zagreus,male
Few more moments...,CHARACTER,Zagreus,male
Got to hold on...,CHARACTER,Zagreus,male
Almost...!,CHARACTER,Zagreus,male
Just a bit longer...!,CHARACTER,Zagreus,male
So close...!,CHARACTER,Zagreus,male
Nearly made it...!,CHARACTER,Zagreus,male
Well that's better!,CHARACTER,Zagreus,male
There we are.,CHARACTER,Zagreus,male
Peace and quiet.,CHARACTER,Zagreus,male
Finally.,CHARACTER,Zagreus,male
That's that.,CHARACTER,Zagreus,male
There we go.,CHARACTER,Zagreus,male
Now to collect.,CHARACTER,Zagreus,male
There.,CHARACTER,Zagreus,male
Greetings Father.,CHARACTER,Zagreus,male
What now.,CHARACTER,Zagreus,male
Let's hear it.,CHARACTER,Zagreus,male
What's this.,CHARACTER,Zagreus,male
"That you, Father?",CHARACTER,Zagreus,male
You have my attention.,CHARACTER,Zagreus,male
What's all this.,CHARACTER,Zagreus,male
Let's give it a go.,CHARACTER,Zagreus,male
They won't so much as scratch me.,CHARACTER,Zagreus,male
"Let's go, you wretches.",CHARACTER,Zagreus,male
"Can't touch me, you wretches.",CHARACTER,Zagreus,male
I so do like a challenge.,CHARACTER,Zagreus,male
Just you try and hit me.,CHARACTER,Zagreus,male
Let's see if I've still got it.,CHARACTER,Zagreus,male
They won't harm a hair on my head.,CHARACTER,Zagreus,male
Think you can hit me?,CHARACTER,Zagreus,male
"Ah, they got me!",CHARACTER,Zagreus,male
"Augh, blew it.",CHARACTER,Zagreus,male
"Tsch, lucky shot.",CHARACTER,Zagreus,male
Eugh damn it.,CHARACTER,Zagreus,male
Ungh I'm hit...!,CHARACTER,Zagreus,male
Ugh what?!,CHARACTER,Zagreus,male
"Khh, got me!",CHARACTER,Zagreus,male
"Ugh, great.",CHARACTER,Zagreus,male
Ungf no...,CHARACTER,Zagreus,male
"Mph no, not the onion...!",CHARACTER,Zagreus,male
"Aack, onion, damn!",CHARACTER,Zagreus,male
Yes.,CHARACTER,Zagreus,male
Yes...!,CHARACTER,Zagreus,male
Simple.,CHARACTER,Zagreus,male
Easy.,CHARACTER,Zagreus,male
No problem.,CHARACTER,Zagreus,male
No problem!,CHARACTER,Zagreus,male
There we go.,CHARACTER,Zagreus,male
How's that?,CHARACTER,Zagreus,male
How's that!,CHARACTER,Zagreus,male
There.,CHARACTER,Zagreus,male
What do I get?,CHARACTER,Zagreus,male
Short work.,CHARACTER,Zagreus,male
Whew.,CHARACTER,Zagreus,male
Eugh...,CHARACTER,Zagreus,male
"Ah, that's it?",CHARACTER,Zagreus,male
"Ah, well...",CHARACTER,Zagreus,male
Eh...,CHARACTER,Zagreus,male
Not my best.,CHARACTER,Zagreus,male
Well moving on.,CHARACTER,Zagreus,male
Hope no one saw that.,CHARACTER,Zagreus,male
Oof.,CHARACTER,Zagreus,male
Sloppy of me.,CHARACTER,Zagreus,male
"Let's settle this like gentlemen, Charon!",CHARACTER,Zagreus,male
"You just might be my favorite sparring partner, mate!",CHARACTER,Zagreus,male
"Come on, let's have another go of it!",CHARACTER,Zagreus,male
"Think you can beat me, Charon?",CHARACTER,Zagreus,male
"Sure beats having to ferry souls about, right?",CHARACTER,Zagreus,male
"Let's go, Charon!",CHARACTER,Zagreus,male
"You and me, Charon mate!",CHARACTER,Zagreus,male
"You and me, mate!",CHARACTER,Zagreus,male
"No way, a membership card? For me?",CHARACTER,Zagreus,male
"Aw, for me?",CHARACTER,Zagreus,male
"No way, a membership card? For me?",CHARACTER,Zagreus,male
"Why, thank you.",CHARACTER,Zagreus,male
"Ah, yes!",CHARACTER,Zagreus,male
Rewards card!,CHARACTER,Zagreus,male
My membership card!,CHARACTER,Zagreus,male
My membership is renewed.,CHARACTER,Zagreus,male
"Well, sign me up!",CHARACTER,Zagreus,male
"Hey, thought I lost that!",CHARACTER,Zagreus,male
"Aw, for me?",CHARACTER,Zagreus,male
My card!,CHARACTER,Zagreus,male
You had it coming.,CHARACTER,Zagreus,male
You can't stop me.,CHARACTER,Zagreus,male
Blasted fools.,CHARACTER,Zagreus,male
Pathetic.,CHARACTER,Zagreus,male
Nice meeting you.,CHARACTER,Zagreus,male
Enough.,CHARACTER,Zagreus,male
Always a pleasure.,CHARACTER,Zagreus,male
So much for them.,CHARACTER,Zagreus,male
Suffer in darkness.,CHARACTER,Zagreus,male
Will that be all?,CHARACTER,Zagreus,male
Good-bye for now.,CHARACTER,Zagreus,male
Good riddance.,CHARACTER,Zagreus,male
"That's settled, then.",CHARACTER,Zagreus,male
Simple.,CHARACTER,Zagreus,male
Farthest I've come.,CHARACTER,Zagreus,male
Never gone this far.,CHARACTER,Zagreus,male
Don't think I've gone this far.,CHARACTER,Zagreus,male
This the farthest I've come?,CHARACTER,Zagreus,male
Made it this far.,CHARACTER,Zagreus,male
Long way from home.,CHARACTER,Zagreus,male
Never been this far.,CHARACTER,Zagreus,male
Must be the Fountain Chamber I commissioned back at home...,CHARACTER,Zagreus,male
"Ah good, this has to be the chamber renovation I put in.",CHARACTER,Zagreus,male
Glad I put in the order for a Fountain Chamber in this area.,CHARACTER,Zagreus,male
Got to use the fountain to get out of here.,CHARACTER,Zagreus,male
Peace and quiet.,CHARACTER,Zagreus,male
Looks clear.,CHARACTER,Zagreus,male
Anyone there...?,CHARACTER,Zagreus,male
A fountain chamber.,CHARACTER,Zagreus,male
The Fates are being kind I guess.,CHARACTER,Zagreus,male
Guess I get a break.,CHARACTER,Zagreus,male
A welcome sight.,CHARACTER,Zagreus,male
Clear for now.,CHARACTER,Zagreus,male
Whew.,CHARACTER,Zagreus,male
No one's here.,CHARACTER,Zagreus,male
Bit of a break.,CHARACTER,Zagreus,male
So quiet.,CHARACTER,Zagreus,male
Whew...,CHARACTER,Zagreus,male
Whew...,CHARACTER,Zagreus,male
Best spot in Asphodel...,CHARACTER,Zagreus,male
Fountain chamber...,CHARACTER,Zagreus,male
Respite...,CHARACTER,Zagreus,male
Nice place...,CHARACTER,Zagreus,male
Did Daedalus himself build all of this...?,CHARACTER,Zagreus,male
Must be the work of Daedalus.,CHARACTER,DROPPED_Zagreus,droppedMale
Here again.,CHARACTER,Zagreus,male
Oh. Good.,CHARACTER,Zagreus,male
Can catch my breath...,CHARACTER,Zagreus,male
Nice.,CHARACTER,Zagreus,male
Excellent.,CHARACTER,Zagreus,male
I'll take it.,CHARACTER,Zagreus,male
All mine.,CHARACTER,Zagreus,male
Cheers.,CHARACTER,Zagreus,male
Someone's going to enjoy this.,CHARACTER,Zagreus,male
Someone'll like this.,CHARACTER,Zagreus,male
Good stuff.,CHARACTER,Zagreus,male
Let's get out of here.,CHARACTER,Zagreus,male
On to the next one.,CHARACTER,Zagreus,male
All aboard.,CHARACTER,Zagreus,male
Onward.,CHARACTER,Zagreus,male
Course is set.,CHARACTER,Zagreus,male
Get me out of here.,CHARACTER,Zagreus,male
Next island.,CHARACTER,Zagreus,male
Off we go.,CHARACTER,Zagreus,male
And we're off.,CHARACTER,Zagreus,male
Moving on.,CHARACTER,Zagreus,male
Moving right along.,CHARACTER,Zagreus,male
Easy does it...,CHARACTER,Zagreus,male
Steady now...,CHARACTER,Zagreus,male
Hi you three.,CHARACTER,Zagreus,male
Hi you two.,CHARACTER,Zagreus,male
Uh....,CHARACTER,Zagreus,male
"Hello, Fury Sisters.",CHARACTER,Zagreus,male
"I'm back, ladies.",CHARACTER,Zagreus,male
"Hope I didn't keep you waiting, ladies.",CHARACTER,Zagreus,male
I knew it.,CHARACTER,Zagreus,male
What do you know.,CHARACTER,Zagreus,male
Sure enough!,CHARACTER,Zagreus,male
Guess not.,CHARACTER,Zagreus,male
Oh well.,CHARACTER,Zagreus,male
Guess I was wrong.,CHARACTER,Zagreus,male
Not quite.,CHARACTER,Zagreus,male
It's you.,CHARACTER,DROPPED_Zagreus,droppedMale
Well this is awkward.,CHARACTER,Zagreus,male
"Oh, no.",CHARACTER,Zagreus,male
"Hi, Meg.",CHARACTER,Zagreus,male
